BCR,N,Mean,Median,P25,P75,Censored,M12,M24
1,95,29.594437,13.207392,5.322382,52.073921,34.736843,51.49181,40.559544
2,176,20.178585,7.9507189,4.5667353,19.5154,17.613636,38.782825,23.346243
3,274,27.952524,6.2422996,3.3839836,17.70842,21.89781,30.614168,20.321285
4,101,20.107203,5.2895279,1.9383984,22.932238,27.722773,32.600899,24.527502
5,88,16.082197,5.1581111,2.989733,14.258727,21.59091,27.448912,22.075315
6,86,8.3136492,3.0554414,1.8398358,10.086243,13.953488,20.794724,12.596804
